lon,lat,altitude,sats,date,GMTtime,winddir,windspeedms,windgustms,windgustdir,windspdms_avg5m,winddir_avg5m,windgustms_5m,windgustdir_5m,humidity,tempc,rainhourmm,raindailymm,rainindicate,rain5min,pressure,batt_lvl,light_lvl
80.428070,8.381346,100.40,5,2017-08-12,04:40:00,180,0.0,1.0,135,0.7,168,1.0,135,119.0,16.1,16.485,16.485,1,16.485,0.00,4.05,0.22,
80.428062,8.381395,104.90,6,2017-08-12,04:45:00,0,0.0,1.8,180,0.9,135,1.8,180,119.0,15.9,21.234,21.234,1,4.750,100080.00,4.08,0.36,
80.428054,8.381355,93.90,6,2017-08-12,04:50:00,180,0.0,2.5,135,1.0,138,2.5,135,119.0,15.8,21.234,21.234,0,0.000,100078.00,4.10,0.25,
80.428031,8.381340,95.00,8,2017-08-12,04:55:01,225,2.9,2.5,135,0.8,162,1.5,90,119.0,15.5,21.234,21.234,0,0.000,100071.25,4.10,0.43,
80.428039,8.381358,97.10,9,2017-08-12,05:05:00,0,0.0,2.5,135,0.6,146,2.1,325,119.0,16.0,0.000,21.234,0,0.000,100063.75,4.10,0.48,
80.428092,8.381333,99.50,9,2017-08-12,05:10:00,0,0.0,2.5,135,0.6,130,1.9,180,119.0,16.5,0.000,21.234,0,0.000,100042.75,4.11,0.47,
80.428047,8.381350,91.70,9,2017-08-12,05:15:01,135,4.4,2.5,135,1.0,144,2.2,180,119.0,16.7,0.000,21.234,0,0.000,100035.50,4.08,0.44,
80.428039,8.381399,100.40,9,2017-08-12,05:20:01,0,0.0,2.5,135,0.8,99,2.1,180,119.0,17.3,0.000,21.234,0,0.000,100018.25,4.10,0.45,
80.428024,8.381397,83.90,8,2017-08-12,05:25:01,0,0.0,2.5,135,0.9,66,1.6,90,119.0,17.1,0.000,21.234,0,0.000,100019.25,4.10,0.42,
80.428047,8.381411,84.40,9,2017-08-12,05:30:00,180,0.0,2.5,135,0.7,118,1.3,90,119.0,17.0,0.000,21.234,0,0.000,100016.75,4.10,0.41,
80.428054,8.381397,90.80,9,2017-08-12,05:35:00,135,0.0,2.5,135,0.6,127,1.3,135,119.0,17.7,0.000,21.234,0,0.000,100008.50,4.11,0.31,
80.428024,8.381361,84.50,8,2017-08-12,05:40:00,90,0.0,2.5,135,0.7,159,1.5,180,119.0,17.6,0.000,21.234,0,0.000,100006.25,4.11,0.30,
80.428054,8.381397,94.90,8,2017-08-12,05:45:01,0,0.0,2.5,135,0.7,132,1.7,135,119.0,17.5,0.000,21.234,0,0.000,99999.50,4.11,0.39,
80.428039,8.381405,88.10,10,2017-08-12,05:50:01,135,0.0,2.5,135,0.6,84,1.3,135,119.0,17.6,0.000,21.234,0,0.000,99991.00,4.13,0.37,
80.428031,8.381392,84.80,10,2017-08-12,05:55:00,225,0.0,2.5,135,1.0,175,2.0,325,119.0,17.6,0.000,21.234,0,0.000,99987.75,4.10,0.34,
80.428031,8.381365,84.40,10,2017-08-12,06:05:01,325,0.0,2.5,135,0.4,94,1.3,180,119.0,17.3,0.000,21.234,0,0.000,99971.50,4.08,0.28,
80.428039,8.381394,76.10,10,2017-08-12,06:10:01,135,0.0,2.5,135,0.8,135,1.9,180,119.0,17.5,0.000,21.234,0,0.000,99972.00,4.10,0.27,
80.428016,8.381384,65.80,10,2017-08-12,06:15:00,0,0.0,2.5,135,0.7,169,1.8,90,119.0,17.7,0.000,21.234,0,0.000,99962.25,4.11,0.28,
80.428047,8.381389,83.30,10,2017-08-12,06:20:00,0,0.0,2.5,135,0.6,160,1.1,135,119.0,17.7,0.000,21.234,0,0.000,99958.25,4.10,0.27,
80.428062,8.381370,81.50,10,2017-08-12,06:25:01,90,0.0,2.5,135,1.0,121,2.2,135,119.0,17.3,0.000,21.234,0,0.000,99945.25,4.10,0.24,
80.428100,8.381361,94.80,10,2017-08-12,06:30:01,180,0.0,2.5,135,0.4,130,0.7,90,119.0,17.7,0.000,21.234,0,0.000,99941.50,4.11,0.28,
80.428085,8.381376,91.90,10,2017-08-12,06:35:01,270,0.0,2.5,135,0.7,166,1.3,180,119.0,17.6,0.000,21.234,0,0.000,99945.75,4.10,0.21,
80.428062,8.381365,82.50,10,2017-08-12,06:40:00,225,0.0,2.5,135,0.6,204,1.1,225,119.0,17.7,0.000,21.234,0,0.000,99930.25,4.10,0.31,
80.428062,8.381348,93.30,9,2017-08-12,06:45:00,180,0.0,2.5,135,0.6,145,1.4,135,119.0,17.7,0.000,21.234,0,0.000,99927.50,4.13,0.29,
80.428031,8.381351,97.20,8,2017-08-12,06:50:00,270,0.0,2.5,135,0.6,123,1.2,90,119.0,18.0,0.000,21.234,0,0.000,99914.25,4.10,0.37,
80.428024,8.381381,83.00,9,2017-08-12,06:55:01,135,0.0,2.5,135,0.9,142,1.7,180,119.0,18.4,0.000,21.234,0,0.000,99900.50,4.12,0.35,
80.428031,8.381387,86.70,10,2017-08-12,07:05:01,0,0.0,2.5,135,0.6,102,1.9,135,119.0,18.1,0.000,21.234,0,0.000,99889.25,4.08,0.27,
80.428001,8.381392,86.10,10,2017-08-12,07:10:00,135,0.0,2.5,135,0.9,99,1.8,225,119.0,18.2,0.000,21.234,0,0.000,99874.00,4.10,0.38,
80.428062,8.381381,88.60,11,2017-08-12,07:15:00,135,0.0,2.5,135,0.9,179,1.6,180,119.0,18.0,0.000,21.234,0,0.000,99858.50,4.09,0.25,
80.428077,8.381409,90.20,10,2017-08-12,07:20:00,225,0.0,2.5,135,0.8,175,1.6,180,119.0,18.0,0.000,21.234,0,0.000,99859.50,4.13,0.35,
80.428062,8.381416,90.50,11,2017-08-12,07:25:01,90,0.0,2.5,135,0.5,171,0.9,135,119.0,17.9,0.000,21.234,0,0.000,99854.50,4.07,0.18,
80.428085,8.381414,89.70,11,2017-08-12,07:30:01,180,0.0,2.5,135,0.8,145,2.1,135,119.0,17.5,0.000,21.234,0,0.000,99849.50,4.08,0.20,
80.428031,8.381387,83.80,11,2017-08-12,07:35:00,225,0.0,2.5,135,0.8,162,1.6,135,119.0,17.3,0.000,21.234,0,0.000,99846.00,4.12,0.29,
80.428039,8.381386,99.70,10,2017-08-12,07:40:00,180,0.0,2.5,135,0.8,148,1.6,135,119.0,17.8,0.000,21.234,0,0.000,99825.25,4.12,0.20,
80.428031,8.381388,85.40,11,2017-08-12,07:45:00,225,0.0,2.5,135,0.7,177,1.3,135,119.0,17.4,0.000,21.234,0,0.000,99822.00,4.07,0.14,
80.428077,8.381382,89.90,11,2017-08-12,07:50:01,225,0.0,2.5,135,0.5,159,1.2,180,119.0,17.1,0.000,21.234,0,0.000,99824.00,4.13,0.15,
80.428031,8.381405,90.90,10,2017-08-12,07:55:01,225,0.0,2.5,135,0.4,210,0.8,225,119.0,17.1,0.000,21.234,0,0.000,99803.75,4.06,0.16,
80.428047,8.381377,92.40,11,2017-08-12,08:05:01,180,0.0,2.5,135,0.3,121,1.1,135,119.0,17.5,0.000,21.234,0,0.000,99804.75,4.14,0.40,
80.428039,8.381371,86.50,10,2017-08-12,08:10:01,90,0.0,2.5,135,0.7,171,1.5,90,119.0,17.2,0.000,21.234,0,0.000,99798.25,4.10,0.32,
80.428054,8.381376,86.00,10,2017-08-12,08:15:00,90,0.0,2.5,135,0.6,156,1.5,180,119.0,17.5,0.000,21.234,0,0.000,99787.25,4.10,0.15,
