lon,lat,altitude,sats,date,GMTtime,winddir,windspeedms,windgustms,windgustdir,windspdms_avg5m,winddir_avg5m,windgustms_5m,windgustdir_5m,humidity,tempc,rainhourmm,raindailymm,rainindicate,rain5min,pressure,batt_lvl,light_lvl
80.428031,8.381409,87.10,5,2017-10-30,09:15:00,0,5.1,1.4,0,0.7,16,1.4,0,77.2,30.1,0.000,0.000,0,0.000,0.00,4.07,2.79,
80.427970,8.381399,93.90,8,2017-10-30,09:20:00,0,0.0,2.0,225,1.0,16,2.0,225,76.2,30.6,0.000,0.000,0,0.000,99868.50,4.12,0.01,
80.427955,8.381340,86.70,8,2017-10-30,09:25:00,0,0.0,2.0,225,1.1,18,1.9,0,74.9,30.6,0.000,0.000,0,0.000,99888.25,4.11,0.03,
80.427970,8.381380,91.90,10,2017-10-30,09:30:00,270,0.0,2.0,225,0.9,44,1.7,90,75.0,30.5,0.000,0.000,0,0.000,99884.00,4.12,0.04,
80.427970,8.381370,98.40,9,2017-10-30,09:35:01,270,0.0,2.4,0,1.1,18,2.4,0,74.4,30.5,0.000,0.000,0,0.000,99873.50,4.10,0.04,
80.427970,8.381361,91.90,9,2017-10-30,09:40:01,0,5.1,2.4,0,1.1,41,2.2,0,75.2,30.4,0.000,0.000,0,0.000,99861.25,4.09,0.03,
80.427993,8.381348,88.30,9,2017-10-30,09:45:01,270,0.0,2.5,225,0.9,81,2.5,225,76.2,30.3,0.000,0.000,0,0.000,99853.75,4.10,0.03,
80.427986,8.381383,93.40,9,2017-10-30,09:50:00,0,0.0,2.5,225,0.8,39,1.5,0,76.4,30.3,0.000,0.000,0,0.000,99843.50,4.11,0.03,
80.427963,8.381348,98.80,8,2017-10-30,09:55:00,0,0.0,2.5,225,0.9,34,2.3,0,77.4,30.2,0.000,0.000,0,0.000,99838.00,4.12,0.02,
80.427978,8.381355,95.30,8,2017-10-30,10:05:00,270,3.2,2.5,225,0.4,49,1.7,0,78.1,30.0,0.000,0.000,0,0.000,99834.50,4.11,0.02,
80.428001,8.381381,86.50,9,2017-10-30,10:10:00,0,0.0,2.5,225,0.9,81,2.1,0,78.3,29.9,0.000,0.000,0,0.000,99862.00,4.11,0.01,
80.427978,8.381374,92.40,9,2017-10-30,10:15:01,0,0.0,2.5,225,0.8,53,1.7,0,79.0,29.8,0.000,0.000,0,0.000,99863.00,4.12,0.02,
80.428024,8.381321,81.60,7,2017-10-30,10:20:01,0,0.0,2.5,225,0.7,25,1.7,0,79.8,29.7,0.000,0.000,0,0.000,99862.00,4.10,0.01,
80.428016,8.381354,101.50,9,2017-10-30,10:25:01,0,3.0,2.5,225,0.7,22,1.3,0,79.9,29.6,0.000,0.000,0,0.000,99882.25,4.12,0.01,
80.427970,8.381344,91.80,8,2017-10-30,10:30:00,113,0.0,2.5,225,0.8,48,1.3,0,80.3,29.5,0.000,0.000,0,0.000,99880.25,4.11,0.01,
80.427978,8.381349,88.30,8,2017-10-30,10:35:00,0,0.0,2.5,225,0.7,39,1.3,0,80.9,29.4,0.000,0.000,0,0.000,99884.50,4.09,0.01,
80.428009,8.381347,87.80,9,2017-10-30,10:40:00,0,0.0,2.5,225,0.6,67,1.3,0,81.6,29.3,0.000,0.000,0,0.000,99884.75,4.12,0.01,
80.427978,8.381338,91.00,9,2017-10-30,10:45:01,0,0.0,2.5,225,0.5,33,1.0,0,82.3,29.3,0.000,0.000,0,0.000,99898.25,4.12,0.01,
80.427993,8.381366,75.30,8,2017-10-30,10:50:01,0,0.0,2.5,225,0.2,129,0.7,270,82.5,29.3,0.000,0.000,0,0.000,99915.50,4.12,0.00,
80.428047,8.381369,90.50,9,2017-10-30,10:55:01,270,0.0,2.5,225,0.3,75,0.7,0,82.6,29.3,0.000,0.000,0,0.000,99925.00,4.07,0.00,
80.427993,8.381334,81.40,9,2017-10-30,11:05:01,180,3.3,2.5,225,0.1,20,0.6,270,83.3,29.2,0.000,0.000,0,0.000,99921.50,4.12,0.00,
80.427978,8.381319,83.50,9,2017-10-30,11:10:00,0,0.0,2.5,225,0.2,9,0.6,0,84.1,29.1,0.000,0.000,0,0.000,99890.75,4.10,0.00,
80.428001,8.381354,87.50,9,2017-10-30,11:15:00,0,0.0,2.5,225,0.4,36,0.6,0,84.5,29.1,0.000,0.000,0,0.000,99887.75,4.10,0.00,
80.427986,8.381348,76.50,9,2017-10-30,11:20:00,270,5.1,2.5,225,0.3,42,0.7,0,84.6,29.0,0.000,0.000,0,0.000,99880.50,4.08,0.00,
80.428077,8.381287,95.00,10,2017-10-30,11:25:00,0,0.0,2.5,225,0.2,144,0.4,270,84.9,28.9,0.000,0.000,0,0.000,99887.50,4.10,0.00,
80.428039,8.381384,89.40,10,2017-10-30,11:30:01,0,0.0,2.5,225,0.1,0,0.5,0,85.3,28.9,0.000,0.000,0,0.000,99902.25,4.09,0.00,
80.428054,8.381403,89.90,12,2017-10-30,11:35:01,270,0.0,2.5,225,0.2,123,0.5,270,85.6,28.8,0.000,0.000,0,0.000,99911.25,4.10,0.00,
80.428001,8.381336,93.30,11,2017-10-30,11:40:01,0,0.0,2.5,225,0.3,39,0.8,0,86.0,28.8,0.000,0.000,0,0.000,99928.00,4.09,0.00,
80.428031,8.381359,84.30,10,2017-10-30,11:45:00,0,0.0,2.5,225,0.3,10,0.7,0,86.3,28.7,0.000,0.000,0,0.000,99930.50,4.11,0.00,
