lon,lat,altitude,sats,date,GMTtime,winddir,windspeedms,windgustms,windspdms_avg2m,winddir_avg2m,windgustms_10m,windgustdir_10m,humidity,tempc,raindailymm,rainhourmm,rain5mmm,rainindicate,pressure,batt_lvl,light_lvl
0.000000,0.000000,0.00,0,2000-00-00,00:00:00,270,nan,0.0,0,0.0,2,0.1,270,63.0,-999.0,0.00,0.00,0.00,0,0.00,12.10,0.00
0.000000,0.000000,0.00,0,2000-00-00,00:00:00,270,nan,0.0,0,0.0,4,0.7,270,62.2,28.9,0.00,0.00,0.00,0,99785.50,12.10,0.00
0.000000,0.000000,0.00,0,2000-00-00,12:33:31,270,nan,0.0,0,0.0,6,0.7,270,61.3,29.2,0.00,0.00,0.00,0,99782.50,12.10,0.00
0.000000,0.000000,0.00,0,2000-00-00,12:33:41,270,nan,0.0,0,0.0,9,0.7,270,60.6,29.5,0.00,0.00,0.00,0,99788.50,12.10,0.00
0.000000,0.000000,0.00,0,2016-12-10,12:33:51,270,nan,0.0,0,0.0,11,0.7,270,59.8,29.7,0.00,0.00,0.00,0,99777.25,12.10,0.00
0.000000,0.000000,0.00,0,2016-12-10,12:34:02,270,nan,0.0,0,0.0,13,0.8,270,58.9,30.1,0.00,0.00,0.00,0,99777.50,12.10,0.00
0.000000,0.000000,0.00,0,2016-12-10,12:34:11,270,nan,0.0,0,0.0,15,0.8,270,58.3,30.3,0.00,0.00,0.00,0,99775.25,12.10,0.00
0.000000,0.000000,0.00,0,2016-12-10,12:34:21,270,nan,0.0,0,0.0,18,0.8,270,57.6,30.6,0.00,0.00,0.00,0,99780.25,12.10,0.00
0.000000,0.000000,0.00,0,2016-12-10,12:34:32,270,nan,0.0,0,0.0,20,0.8,270,56.8,30.8,0.00,0.00,0.00,0,99782.25,12.10,0.00
0.000000,0.000000,0.00,0,2016-12-10,12:34:41,270,nan,0.0,0,0.0,22,0.8,270,56.2,31.1,0.00,0.00,0.00,0,99782.00,12.10,0.00
0.000000,0.000000,0.00,0,2016-12-10,12:34:51,270,nan,0.0,0,0.0,24,0.8,270,55.5,31.3,0.00,0.00,0.00,0,99786.50,12.10,0.00
0.000000,0.000000,0.00,0,2016-12-10,12:35:02,270,nan,0.0,0,0.0,27,0.8,270,54.9,31.6,0.00,0.00,0.00,0,99790.25,12.08,0.00
0.000000,0.000000,0.00,0,2016-12-10,12:35:11,270,nan,0.0,0,0.0,27,0.8,270,54.4,31.7,0.00,0.00,0.00,0,99775.25,12.10,0.00
