lon,lat,altitude,sats,date,GMTtime,winddir,windspeedms,windgustms,windspdms_avg2m,winddir_avg2m,windgustms_10m,windgustdir_10m,humidity,tempc,raindailymm,rainhourmm,rain5mmm,rainindicate,pressure,batt_lvl,light_lvl
0.000000,0.000000,0.00,0,2016-07-26,13:03:27,180,nan,0.0,0,0.0,1,0.1,180,62.9,-999.0,0.00,0.00,0.00,0,0.00,11.98,0.00
0.000000,0.000000,0.00,0,2016-07-26,13:03:38,180,0.0,0.0,0,0.0,3,0.5,180,61.9,29.7,0.00,0.00,0.00,0,99633.75,12.01,0.00
0.000000,0.000000,0.00,0,2016-07-26,13:03:47,180,nan,0.0,0,0.0,4,0.5,180,61.2,30.0,0.00,0.00,0.00,0,99636.50,11.98,0.00
80.297668,8.155965,0.00,3,2016-07-26,13:03:57,225,nan,0.0,0,0.0,6,0.5,180,60.3,30.3,0.00,0.00,0.00,0,99637.75,11.98,0.00
80.297683,8.156019,0.00,3,2016-07-26,13:04:07,225,nan,0.0,0,0.0,8,0.5,225,59.5,30.6,0.00,0.00,0.00,0,99643.75,11.98,0.00
80.297683,8.156058,0.00,3,2016-07-26,13:04:17,225,nan,0.0,0,0.0,10,0.5,225,58.8,30.9,0.00,0.00,0.00,0,99649.00,11.98,0.00
80.297668,8.156077,0.00,3,2016-07-26,13:04:27,225,nan,0.0,0,0.0,12,0.5,225,58.1,31.1,0.00,0.00,0.00,0,99637.75,11.98,0.00
80.297576,8.155998,0.00,3,2016-07-26,13:04:37,225,nan,0.0,0,0.0,13,0.5,225,57.3,31.4,0.00,0.00,0.00,0,99642.00,11.98,0.00
80.297592,8.156006,0.00,3,2016-07-26,13:04:47,225,nan,0.0,0,0.0,15,0.5,225,56.6,31.7,0.00,0.00,0.00,0,99642.00,11.98,0.00
80.297653,8.156019,0.00,3,2016-07-26,13:04:57,225,nan,0.0,0,0.0,17,0.5,225,56.0,31.9,0.00,0.00,0.00,0,99643.75,12.01,0.00
80.297698,8.156011,0.00,3,2016-07-26,13:05:07,158,0.0,0.0,0,0.0,18,0.5,225,55.4,32.2,0.00,0.00,0.00,0,99649.50,12.01,0.00
80.297630,8.156014,0.00,3,2016-07-26,13:05:17,180,nan,0.0,0,0.0,20,0.7,180,54.7,32.4,0.00,0.00,0.00,0,99658.00,11.98,0.00
80.297592,8.155974,0.00,3,2016-07-26,13:05:27,180,nan,0.0,0,0.0,20,0.7,180,54.2,32.6,0.00,0.00,0.00,0,99647.00,12.01,0.00
80.297554,8.156017,0.00,3,2016-07-26,13:05:37,180,nan,0.0,0,0.0,20,0.7,180,53.7,32.8,0.00,0.00,0.00,0,99648.25,12.01,0.00
80.297584,8.155941,0.00,3,2016-07-26,13:05:47,180,nan,0.0,0,0.0,20,0.7,180,53.2,33.0,0.00,0.00,0.00,0,99650.25,12.01,0.00
80.297576,8.155894,0.00,3,2016-07-26,13:05:57,180,nan,0.0,0,0.0,20,0.7,180,52.8,33.2,0.00,0.00,0.00,0,99651.50,12.01,0.00
80.297584,8.155876,0.00,3,2016-07-26,13:06:07,180,nan,0.0,0,0.0,19,0.7,180,52.4,33.4,0.00,0.00,0.00,0,99656.00,12.01,0.00
80.297561,8.155909,0.00,3,2016-07-26,13:06:17,180,nan,0.0,0,0.0,19,0.7,180,51.9,33.6,0.00,0.00,0.00,0,99664.00,12.01,0.00
80.297538,8.155922,0.00,3,2016-07-26,13:06:27,135,nan,0.0,0,0.0,18,0.7,180,51.4,33.8,0.00,0.00,0.00,0,99666.25,12.01,0.00
80.297492,8.156005,0.00,3,2016-07-26,13:06:37,135,nan,0.0,0,0.0,17,0.7,180,50.9,33.9,0.00,0.00,0.00,0,99661.75,12.01,0.00
80.297554,8.155923,0.00,3,2016-07-26,13:06:47,135,nan,0.0,0,0.0,17,0.7,180,50.5,34.2,0.00,0.00,0.00,0,99667.00,12.03,0.00
80.297576,8.155857,0.00,3,2016-07-26,13:06:57,135,nan,0.0,0,0.0,16,0.7,180,49.8,34.3,0.00,0.00,0.00,0,99664.75,12.01,0.00
80.297592,8.155864,0.00,3,2016-07-26,13:07:07,135,nan,0.0,0,0.0,16,0.8,135,49.3,34.5,0.00,0.00,0.00,0,99665.00,12.03,0.00
80.297569,8.155926,0.00,3,2016-07-26,13:07:17,135,nan,0.0,0,0.0,15,0.8,135,48.9,34.6,0.00,0.00,0.00,0,99658.25,12.03,0.00
80.297599,8.155948,0.00,3,2016-07-26,13:07:27,135,0.0,0.0,0,0.0,15,0.8,135,48.5,34.8,0.00,0.00,0.00,0,99655.75,12.03,0.00
80.297660,8.155962,0.00,3,2016-07-26,13:07:37,135,nan,0.0,0,0.0,15,0.8,135,48.2,34.9,0.00,0.00,0.00,0,99650.75,12.03,0.00
80.297721,8.155979,0.00,3,2016-07-26,13:07:47,135,nan,0.0,0,0.0,14,0.8,135,47.9,35.1,0.00,0.00,0.00,0,99648.50,12.05,0.00
80.297630,8.155910,0.00,3,2016-07-26,13:07:57,135,nan,0.0,0,0.0,14,0.8,135,47.6,35.2,0.00,0.00,0.00,0,99645.25,12.03,0.00
80.297622,8.155886,0.00,3,2016-07-26,13:08:07,135,0.0,0.0,0,0.0,13,0.8,135,47.4,35.3,0.00,0.00,0.00,0,99645.75,12.03,0.00
80.297668,8.155912,0.00,3,2016-07-26,13:08:17,135,nan,0.0,0,0.0,13,0.8,135,47.2,35.4,0.00,0.00,0.00,0,99651.00,12.03,0.00
80.297721,8.155918,0.00,3,2016-07-26,13:08:27,135,nan,0.0,0,0.0,13,0.8,135,47.0,35.6,0.00,0.00,0.00,0,99652.75,12.03,0.00
80.297683,8.155951,0.00,3,2016-07-26,13:08:37,135,nan,0.0,0,0.0,13,0.8,135,46.8,35.6,0.00,0.00,0.00,0,99655.00,12.05,0.00
80.297676,8.155913,0.00,3,2016-07-26,13:08:47,135,nan,0.0,0,0.0,13,0.8,135,46.5,35.7,0.00,0.00,0.00,0,99658.25,12.05,0.00
80.297592,8.155859,0.00,3,2016-07-26,13:08:57,135,0.0,0.0,0,0.0,13,0.8,135,46.4,35.8,0.00,0.00,0.00,0,99657.50,12.05,0.00
80.297599,8.155803,0.00,3,2016-07-26,13:09:07,135,0.0,0.0,0,0.0,13,0.8,135,46.1,35.9,0.00,0.00,0.00,0,99651.25,12.05,0.00
80.297576,8.155782,0.00,3,2016-07-26,13:09:17,135,nan,0.0,0,0.0,13,0.8,135,45.8,35.9,0.00,0.00,0.00,0,99649.00,12.03,0.00
80.297538,8.155867,0.00,3,2016-07-26,13:09:27,90,nan,0.0,0,0.0,13,1.2,90,45.7,36.1,0.00,0.00,0.00,0,99653.75,12.05,0.00
80.297592,8.155888,0.00,3,2016-07-26,13:09:37,90,nan,0.0,0,0.0,12,1.2,90,45.4,36.2,0.00,0.00,0.00,0,99655.00,12.03,0.00
80.297660,8.155893,0.00,3,2016-07-26,13:09:47,135,nan,0.0,0,0.0,12,1.2,90,45.2,36.2,0.00,0.00,0.00,0,99653.00,12.05,0.00
80.298004,8.156600,0.00,3,2016-07-26,13:09:57,135,0.0,0.0,0,0.0,12,1.2,90,45.0,36.4,0.00,0.00,0.00,0,99650.00,12.08,0.00
80.298019,8.156610,0.00,3,2016-07-26,13:10:07,135,nan,0.0,0,0.0,12,1.2,90,44.6,36.5,0.00,0.00,0.00,0,99652.75,12.05,0.00
80.298034,8.156616,0.00,3,2016-07-26,13:10:17,135,nan,0.0,0,0.0,12,1.2,90,44.6,36.6,0.00,0.00,0.00,0,99655.75,12.05,0.00
80.297996,8.156629,0.00,3,2016-07-26,13:10:27,135,nan,0.0,0,0.0,12,1.2,90,44.4,36.7,0.00,0.00,0.00,0,99657.25,12.05,0.00
80.297966,8.156636,0.00,3,2016-07-26,13:10:37,180,nan,0.0,0,0.0,13,1.2,90,44.1,36.7,0.00,0.00,0.00,0,99660.25,12.08,0.00
80.297958,8.156627,0.00,3,2016-07-26,13:10:47,180,0.0,0.0,0,0.0,13,1.2,90,44.0,36.8,0.00,0.00,0.00,0,99663.75,12.08,0.00
80.297981,8.156596,0.00,3,2016-07-26,13:10:57,180,0.0,0.0,0,0.0,13,1.2,90,44.0,36.9,0.00,0.00,0.00,0,99666.50,12.08,0.00
80.297973,8.156600,0.00,3,2016-07-26,13:11:07,180,nan,0.0,0,0.0,14,1.2,90,43.9,36.9,0.00,0.00,0.00,0,99666.75,12.08,0.00
80.297958,8.156620,0.00,3,2016-07-26,13:11:15,180,0.0,0.0,0,0.0,14,1.2,90,43.8,37.0,0.00,0.00,0.00,0,99667.00,12.08,0.00
80.297973,8.156614,0.00,3,2016-07-26,13:11:25,180,nan,0.0,0,0.0,15,1.2,90,43.6,37.1,0.00,0.00,0.00,0,99669.25,12.08,0.00
80.298011,8.156591,0.00,3,2016-07-26,13:11:35,180,nan,0.0,0,0.0,16,1.2,90,43.6,37.1,0.00,0.00,0.00,0,99668.00,12.08,0.00
80.298019,8.156576,0.00,3,2016-07-26,13:11:45,135,nan,0.0,0,0.0,16,1.2,90,43.5,37.1,0.00,0.00,0.00,0,99665.00,12.08,0.00
80.298027,8.156566,0.00,3,2016-07-26,13:11:55,135,0.0,0.0,0,0.0,16,1.2,90,43.5,37.1,0.00,0.00,0.00,0,99665.50,12.10,0.00
80.298034,8.156567,0.00,3,2016-07-26,13:12:05,135,nan,0.0,0,0.0,16,1.2,90,43.3,37.2,0.00,0.00,0.00,0,99669.25,12.08,0.00
80.298042,8.156571,0.00,3,2016-07-26,13:12:15,180,nan,0.0,0,0.0,16,1.2,90,43.2,37.2,0.00,0.00,0.00,0,99669.00,12.08,0.00
80.298049,8.156567,0.00,3,2016-07-26,13:12:25,180,nan,0.0,0,0.0,16,1.2,90,43.2,37.2,0.00,0.00,0.00,0,99667.75,12.05,0.00
80.298065,8.156575,0.00,3,2016-07-26,13:12:35,180,nan,0.0,0,0.0,16,1.2,90,43.1,37.3,0.00,0.00,0.00,0,99671.75,12.10,0.00
80.298072,8.156585,0.00,3,2016-07-26,13:12:45,315,nan,0.0,0,0.0,18,1.2,90,43.1,37.3,0.00,0.00,0.00,0,99671.75,12.10,0.00
80.298065,8.156601,0.00,3,2016-07-26,13:12:55,180,0.0,0.0,0,0.0,18,1.2,90,43.1,37.4,0.00,0.00,0.00,0,99668.50,12.10,0.00
80.298065,8.156627,0.00,3,2016-07-26,13:13:05,180,nan,0.0,0,0.0,18,1.2,90,43.0,37.4,0.00,0.00,0.00,0,99668.50,12.10,0.00
80.298057,8.156635,0.00,3,2016-07-26,13:13:15,180,nan,0.0,0,0.0,18,1.2,90,42.9,37.4,0.00,0.00,0.00,0,99667.00,12.10,0.00
80.298072,8.156641,0.00,3,2016-07-26,13:13:25,180,nan,0.0,0,0.0,18,1.2,90,42.8,37.4,0.00,0.00,0.00,0,99668.25,12.10,0.00
80.298072,8.156641,0.00,3,2016-07-26,13:13:35,180,nan,0.0,0,0.0,18,1.2,90,42.9,37.4,0.00,0.00,0.00,0,99663.00,12.10,0.00
80.298057,8.156649,0.00,3,2016-07-26,13:13:45,180,nan,0.0,0,0.0,18,1.2,90,42.9,37.5,0.00,0.00,0.00,0,99663.00,12.10,0.00
80.298049,8.156668,0.00,3,2016-07-26,13:13:55,180,0.0,0.0,0,0.0,18,1.2,90,42.8,37.5,0.00,0.00,0.00,0,99660.25,12.10,0.00
80.298042,8.156674,0.00,3,2016-07-26,13:14:05,180,0.0,0.0,0,0.0,19,1.2,90,42.7,37.5,0.00,0.00,0.00,0,99661.00,12.10,0.00
80.298034,8.156672,0.00,3,2016-07-26,13:14:15,180,nan,0.0,0,0.0,19,1.2,90,42.7,37.5,0.00,0.00,0.00,0,99655.25,12.10,0.00
80.298011,8.156648,0.00,3,2016-07-26,13:14:25,180,0.0,0.0,0,0.0,19,1.2,90,42.7,37.6,0.00,0.00,0.00,0,99660.50,12.08,0.00
80.298027,8.156644,0.00,3,2016-07-26,13:14:35,180,nan,0.0,0,0.0,19,1.2,90,42.6,37.6,0.00,0.00,0.00,0,99657.00,12.10,0.00
80.298034,8.156626,0.00,3,2016-07-26,13:14:45,180,0.0,0.0,0,0.0,18,1.2,90,42.6,37.6,0.00,0.00,0.00,0,99653.00,12.10,0.00
80.298034,8.156604,0.00,3,2016-07-26,13:14:55,180,nan,0.0,0,0.0,18,1.2,90,42.6,37.6,0.00,0.00,0.00,0,99652.00,12.10,0.00
80.298034,8.156590,0.00,3,2016-07-26,13:15:05,180,nan,0.0,0,0.0,18,1.2,90,42.5,37.6,0.00,0.00,0.00,0,99654.25,12.10,0.00
80.298042,8.156568,0.00,3,2016-07-26,13:15:15,180,nan,0.0,0,0.0,18,1.2,90,42.5,37.6,0.00,0.00,0.00,0,99655.75,12.10,0.00
80.298049,8.156556,0.00,3,2016-07-26,13:15:25,180,nan,0.0,0,0.0,18,1.2,90,42.4,37.7,0.00,0.00,0.00,0,99653.50,12.10,0.00
80.298057,8.156547,0.00,3,2016-07-26,13:15:35,180,nan,0.0,0,0.0,18,1.2,90,42.4,37.7,0.00,0.00,0.00,0,99652.25,12.10,0.00
80.298057,8.156539,0.00,3,2016-07-26,13:15:45,180,nan,0.0,0,0.0,18,1.2,90,42.4,37.7,0.00,0.00,0.00,0,99653.50,12.10,0.00
80.298042,8.156555,0.00,3,2016-07-26,13:15:55,180,nan,0.0,0,0.0,18,1.2,90,42.2,37.7,0.00,0.00,0.00,0,99651.75,12.10,0.00
80.298049,8.156568,0.00,3,2016-07-26,13:16:05,135,nan,0.0,0,0.0,17,1.2,90,42.3,37.7,0.00,0.00,0.00,0,99652.75,12.10,0.00
80.298049,8.156568,0.00,3,2016-07-26,13:16:15,135,nan,0.0,0,0.0,17,1.2,90,42.2,37.8,0.00,0.00,0.00,0,99652.00,12.10,0.00
80.298057,8.156599,0.00,3,2016-07-26,13:16:25,135,nan,0.0,0,0.0,16,1.2,90,42.2,37.8,0.00,0.00,0.00,0,99652.00,12.10,0.00
80.298057,8.156592,0.00,3,2016-07-26,13:16:35,135,nan,0.0,0,0.0,16,1.2,90,42.1,37.9,0.00,0.00,0.00,0,99655.25,12.10,0.00
80.298049,8.156579,0.00,3,2016-07-26,13:16:45,135,0.0,0.0,0,0.0,16,1.2,90,42.1,37.9,0.00,0.00,0.00,0,99653.25,12.10,0.00
80.298049,8.156577,0.00,3,2016-07-26,13:16:55,225,0.0,0.0,0,0.0,16,1.2,90,42.0,37.9,0.00,0.00,0.00,0,99658.25,12.10,0.00
80.298049,8.156577,0.00,3,2016-07-26,13:17:05,225,0.0,0.0,0,0.0,16,1.2,90,42.0,37.9,0.00,0.00,0.00,0,99655.25,12.10,0.00
80.298057,8.156585,0.00,3,2016-07-26,13:17:15,225,nan,0.0,0,0.0,17,1.2,90,41.9,37.9,0.00,0.00,0.00,0,99653.00,12.10,0.00
80.298065,8.156577,0.00,3,2016-07-26,13:17:25,225,nan,0.0,0,0.0,17,1.2,90,41.9,37.9,0.00,0.00,0.00,0,99650.50,12.10,0.00
80.298072,8.156566,0.00,3,2016-07-26,13:17:35,180,nan,0.0,0,0.0,17,1.2,90,41.9,37.9,0.00,0.00,0.00,0,99655.75,12.10,0.00
80.298057,8.156563,0.00,3,2016-07-26,13:17:45,180,nan,0.0,0,0.0,17,1.2,90,41.9,38.0,0.00,0.00,0.00,0,99655.25,12.13,0.00
80.298065,8.156565,0.00,3,2016-07-26,13:17:55,180,nan,0.0,0,0.0,17,1.2,90,41.7,38.0,0.00,0.00,0.00,0,99656.25,12.13,0.00
80.298065,8.156565,0.00,3,2016-07-26,13:18:05,180,nan,0.0,0,0.0,18,1.2,90,41.8,38.0,0.00,0.00,0.00,0,99656.50,12.10,0.00
80.298049,8.156572,0.00,3,2016-07-26,13:18:15,45,0.0,0.0,0,0.0,17,1.2,90,41.8,38.1,0.00,0.00,0.00,0,99656.00,12.10,0.00
80.298049,8.156579,0.00,3,2016-07-26,13:18:25,135,0.0,0.0,0,0.0,17,1.2,90,41.7,38.1,0.00,0.00,0.00,0,99655.50,12.10,0.00
80.298042,8.156587,0.00,3,2016-07-26,13:18:35,180,nan,0.0,0,0.0,17,1.2,90,41.7,38.1,0.00,0.00,0.00,0,99654.25,12.10,0.00
80.298034,8.156600,0.00,3,2016-07-26,13:18:45,180,nan,0.0,0,0.0,18,1.2,90,41.6,38.1,0.00,0.00,0.00,0,99656.00,12.10,0.00
