lon,lat,altitude,sats,date,GMTtime,winddir,windspeedms,windgustms,windspdms_avg2m,winddir_avg2m,windgustms_10m,windgustdir_10m,humidity,tempc,raindailymm,rainhourmm,rain5mmm,rainindicate,pressure,batt_lvl,light_lvl
0.000000,0.000000,0.00,0,2016-06-18,13:13:02,203,nan,0.0,0,0.0,357,0.0,0,70.0,-999.0,0.00,0.00,0.00,0,0.00,11.98,0.00
0.000000,0.000000,0.00,0,2016-06-18,13:13:12,180,nan,0.0,0,0.0,251,0.0,0,69.1,28.8,0.00,0.00,0.00,0,99510.25,11.96,0.00
0.000000,0.000000,0.00,0,2016-06-18,13:13:22,225,nan,0.0,0,0.0,253,0.0,0,68.1,29.1,0.00,0.00,0.00,0,99513.75,11.96,0.00
0.000000,0.000000,0.00,0,2016-06-18,13:13:32,90,nan,0.0,0,0.0,254,0.0,0,67.3,29.4,0.00,0.00,0.00,0,99519.50,11.98,0.00
0.000000,0.000000,0.00,0,2016-06-18,13:13:40,135,nan,0.0,0,0.0,255,0.0,0,66.5,29.6,0.00,0.00,0.00,0,99525.00,11.96,0.00
0.000000,0.000000,0.00,0,2016-06-18,13:13:50,180,nan,0.0,0,0.0,438,0.0,0,65.7,29.9,0.00,0.00,0.00,0,99526.00,11.98,0.00
0.000000,0.000000,0.00,0,2016-06-18,13:14:00,90,nan,0.0,0,0.0,438,0.0,0,65.0,30.2,0.00,0.00,0.00,0,99533.00,11.98,0.00
80.297767,8.156861,0.00,3,2016-06-18,13:14:10,135,0.0,0.0,0,0.0,486,0.0,0,64.3,30.4,0.00,0.00,0.00,0,99525.50,11.98,0.00
80.297767,8.156877,0.00,3,2016-06-18,13:14:20,90,0.0,0.0,0,0.0,315,0.0,0,63.6,30.6,0.00,0.00,0.00,0,99516.50,11.98,0.00
80.297752,8.156847,0.00,3,2016-06-18,13:14:30,180,nan,0.0,0,0.0,317,0.0,0,63.0,30.9,0.00,0.00,0.00,0,99520.00,11.98,0.00
80.297943,8.156586,0.00,5,2016-06-18,13:14:40,90,nan,0.0,0,0.0,318,0.0,0,62.4,31.1,0.00,0.00,0.00,0,99523.75,11.98,0.00
80.297927,8.156600,0.00,5,2016-06-18,13:14:50,180,nan,0.0,0,0.0,319,0.0,0,61.8,31.3,0.00,0.00,0.00,0,99524.75,11.98,0.00
80.297912,8.156637,0.00,5,2016-06-18,13:15:00,158,0.0,0.0,0,0.1,318,0.0,0,61.3,31.5,0.00,0.00,0.00,0,99531.75,11.98,0.00
80.297935,8.156638,0.00,5,2016-06-18,13:15:10,293,0.0,0.0,0,0.0,543,0.0,0,60.8,31.7,0.00,0.00,0.00,0,99533.75,12.01,0.00
80.297981,8.156613,0.00,5,2016-06-18,13:15:20,180,nan,0.0,0,0.0,543,0.0,0,60.4,31.9,0.00,0.00,0.00,0,99536.75,12.01,0.00
80.298019,8.156592,0.00,5,2016-06-18,13:15:30,180,0.0,0.0,0,0.0,543,0.0,0,60.0,32.0,0.00,0.00,0.00,0,99534.25,11.98,0.00
80.298027,8.156567,0.00,5,2016-06-18,13:15:40,90,nan,0.0,0,0.0,543,0.0,0,59.6,32.2,0.00,0.00,0.00,0,99529.25,12.01,0.00
80.298042,8.156538,0.00,5,2016-06-18,13:15:50,135,nan,0.0,0,0.0,355,0.0,0,59.1,32.3,0.00,0.00,0.00,0,99534.50,12.01,0.00
