lon,lat,altitude,sats,date,GMTtime,winddir,windspeedms,windgustms,windspdms_avg2m,winddir_avg2m,windgustms_10m,windgustdir_10m,humidity,tempc,raindailymm,rainhourmm,rain5mmm,rainindicate,pressure,batt_lvl,light_lvl
0.000000,0.000000,0.00,0,2016-05-13,12:57:28,90,nan,0.0,0,0.0,295,0.0,0,66.9,-999.0,0.56,0.56,0.00,1,0.00,11.98,0.00
0.000000,0.000000,0.00,0,2016-05-13,12:57:38,135,nan,0.0,0,0.0,512,0.0,0,65.9,28.3,0.56,0.56,0.00,1,99704.00,11.98,0.00
0.000000,0.000000,0.00,0,2016-05-13,12:57:49,113,nan,0.0,0,0.0,193,0.0,0,65.0,28.6,0.84,0.84,0.00,1,99694.75,11.98,0.00
0.000000,0.000000,0.00,0,2016-05-13,12:57:58,68,nan,0.0,0,0.0,193,0.0,0,64.2,28.8,0.84,0.84,0.00,1,99693.25,11.98,0.00
0.000000,0.000000,0.00,0,2016-05-13,12:58:08,135,nan,0.0,0,0.0,194,0.0,0,63.5,29.1,0.84,0.84,0.00,1,99698.50,11.98,0.00
0.000000,0.000000,0.00,0,2016-05-13,12:58:19,113,nan,0.0,0,0.0,642,0.0,0,62.7,29.3,1.12,1.12,0.00,1,99687.00,12.01,0.00
0.000000,0.000000,0.00,0,2016-05-13,12:58:28,90,nan,0.0,0,0.1,643,0.0,0,62.0,29.6,1.12,1.12,0.00,1,99687.25,12.01,0.00
0.000000,0.000000,0.00,0,2016-05-13,12:58:38,45,nan,0.0,0,0.1,516,0.0,0,61.3,29.8,1.40,1.40,0.00,1,99690.00,11.98,0.00
0.000000,0.000000,0.00,0,2016-05-13,12:58:49,90,nan,0.0,0,0.1,517,0.0,0,60.7,30.0,1.40,1.40,0.00,1,99692.50,11.98,0.00
0.000000,0.000000,0.00,0,2016-05-13,12:58:58,90,nan,0.0,0,0.1,517,0.0,0,60.1,30.2,1.40,1.40,0.00,1,99697.50,11.98,0.00
0.000000,0.000000,0.00,0,2016-05-13,12:59:08,0,nan,0.0,0,0.1,517,0.0,0,59.5,30.4,1.40,1.40,0.00,1,99692.25,12.01,0.00
0.000000,0.000000,0.00,0,2016-05-13,12:59:19,45,nan,0.0,0,0.1,742,0.0,0,58.9,30.6,1.40,1.40,0.00,1,99697.75,12.01,0.00
0.000000,0.000000,0.00,0,2016-05-13,12:59:28,45,nan,0.0,0,0.1,634,0.0,0,58.4,30.8,1.40,1.40,0.00,1,99697.50,12.01,0.00
80.298171,8.156491,0.00,0,2016-05-13,12:59:39,45,nan,0.0,0,0.1,796,0.0,0,58.0,31.0,1.68,1.68,0.00,1,99705.75,12.03,0.00
80.298164,8.156483,0.00,0,2016-05-13,12:59:49,90,0.0,0.0,0,0.1,796,0.0,0,57.6,31.2,1.68,1.68,0.00,1,99703.25,12.03,0.00
80.298171,8.156455,0.00,0,2016-05-13,12:59:59,45,nan,0.0,0,0.1,797,0.0,0,57.2,31.4,1.96,1.96,0.00,1,99695.50,12.01,0.00
