lon,lat,altitude,sats,date,GMTtime,winddir,windspeedms,windgustms,windspdms_avg2m,winddir_avg2m,windgustms_10m,windgustdir_10m,humidity,tempc,raindailymm,rainhourmm,rain5mmm,rainindicate,pressure,batt_lvl,light_lvl
0.000000,0.000000,0.00,0,2016-05-20,13:03:49,135,nan,0.0,0,0.0,1,0.1,135,100.0,-999.0,0.00,0.00,0.00,0,0.00,12.01,0.00
0.000000,0.000000,0.00,0,2016-05-20,13:04:00,135,nan,0.0,0,0.0,2,1.2,135,98.8,28.7,0.00,0.00,0.00,0,99523.25,12.03,0.00
0.000000,0.000000,0.00,0,2016-05-20,13:04:09,135,nan,0.0,0,0.0,3,1.2,135,97.7,28.9,0.00,0.00,0.00,0,99518.75,12.01,0.00
0.000000,0.000000,0.00,0,2016-05-20,13:04:19,135,nan,0.0,0,0.0,4,1.2,135,96.4,29.2,0.00,0.00,0.00,0,99525.00,12.01,0.00
0.000000,0.000000,0.00,0,2016-05-20,13:04:30,135,0.0,0.0,0,0.0,5,1.2,135,95.1,29.5,0.00,0.00,0.00,0,99528.75,12.01,0.00
80.297737,8.156515,0.00,0,2016-05-20,13:04:39,135,nan,0.0,0,0.0,6,1.2,135,94.0,29.7,0.00,0.00,0.00,0,99526.75,12.03,0.00
80.297737,8.156510,0.00,0,2016-05-20,13:04:49,180,0.0,0.0,0,0.0,8,1.2,135,92.8,30.0,0.00,0.00,0.00,0,99531.75,12.01,0.00
80.297744,8.156512,0.00,4,2016-05-20,13:05:00,180,0.0,0.0,0,0.0,9,1.2,135,91.6,30.2,0.00,0.00,0.00,0,99537.50,12.03,0.00
80.297744,8.156512,0.00,5,2016-05-20,13:05:10,180,0.0,0.0,0,0.0,11,1.2,135,90.6,30.5,0.00,0.00,0.00,0,99529.00,12.03,0.00
80.298171,8.156579,0.00,5,2016-05-20,13:05:19,180,nan,0.0,0,0.0,12,1.2,135,89.7,30.7,0.00,0.00,0.00,0,99526.00,12.03,0.00
80.297981,8.156533,0.00,5,2016-05-20,13:05:29,180,nan,0.0,0,0.0,14,1.2,135,88.9,30.9,0.00,0.00,0.00,0,99526.50,12.03,0.00
80.297920,8.156516,0.00,5,2016-05-20,13:05:39,180,nan,0.0,0,0.0,15,1.2,135,88.0,31.1,0.00,0.00,0.00,0,99529.00,12.03,0.00
80.297866,8.156509,0.00,5,2016-05-20,13:05:49,135,nan,0.0,0,0.0,15,1.2,135,87.2,31.3,0.00,0.00,0.00,0,99532.50,12.03,0.00
80.297851,8.156500,0.00,5,2016-05-20,13:05:59,135,0.0,0.0,0,0.0,15,1.3,135,86.5,31.4,0.00,0.00,0.00,0,99536.50,12.03,0.00
80.297851,8.156503,0.00,5,2016-05-20,13:06:09,0,nan,0.0,0,0.0,14,1.3,135,85.8,31.6,0.00,0.00,0.00,0,99534.50,12.03,0.00
80.297843,8.156516,0.00,5,2016-05-20,13:06:19,135,0.0,0.0,0,0.0,14,1.3,135,85.1,31.8,0.00,0.00,0.00,0,99541.50,12.03,0.00
80.297935,8.156535,0.00,5,2016-05-20,13:06:29,113,nan,0.0,0,0.0,14,1.3,135,84.5,31.9,0.00,0.00,0.00,0,99539.25,12.05,0.00
80.297973,8.156547,0.00,5,2016-05-20,13:06:39,180,nan,0.0,0,0.0,14,1.3,135,83.9,32.1,0.00,0.00,0.00,0,99532.50,12.03,0.00
80.298011,8.156558,0.00,5,2016-05-20,13:06:49,135,0.0,0.0,0,0.0,14,1.3,135,83.4,32.2,0.00,0.00,0.00,0,99532.75,12.03,0.00
80.298027,8.156560,0.00,5,2016-05-20,13:06:59,135,nan,0.0,0,0.0,14,1.3,135,82.9,32.4,0.00,0.00,0.00,0,99538.00,12.01,0.00
80.298027,8.156555,0.00,5,2016-05-20,13:07:09,158,nan,0.0,0,0.0,13,1.3,135,82.3,32.5,0.00,0.00,0.00,0,99539.00,12.01,0.00
80.298034,8.156541,0.00,5,2016-05-20,13:07:19,180,nan,0.0,0,0.0,13,1.3,135,81.8,32.6,0.00,0.00,0.00,0,99533.25,12.03,0.00
80.298034,8.156532,0.00,5,2016-05-20,13:07:29,225,nan,0.0,0,0.0,14,1.3,135,81.2,32.7,0.00,0.00,0.00,0,99536.50,12.01,0.00
80.298049,8.156528,0.00,5,2016-05-20,13:07:39,135,0.0,0.0,0,0.0,13,1.3,135,80.6,32.9,0.00,0.00,0.00,0,99542.50,12.05,0.00
80.298049,8.156527,0.00,5,2016-05-20,13:07:49,180,nan,0.0,0,0.0,14,1.3,135,80.0,33.1,0.00,0.00,0.00,0,99550.00,12.03,0.00
80.298057,8.156538,0.00,5,2016-05-20,13:07:59,180,nan,0.0,0,0.0,14,1.3,135,79.5,33.2,0.00,0.00,0.00,0,99550.75,12.03,0.00
80.298072,8.156546,0.00,5,2016-05-20,13:08:09,180,nan,0.0,0,0.0,16,1.3,135,79.0,33.4,0.00,0.00,0.00,0,99545.25,12.05,0.00
80.298072,8.156550,0.00,5,2016-05-20,13:08:19,135,nan,0.0,0,0.0,16,1.3,135,78.5,33.5,0.00,0.00,0.00,0,99547.75,12.03,0.00
80.298072,8.156539,0.00,5,2016-05-20,13:08:29,180,0.0,0.0,0,0.0,16,1.3,135,78.1,33.6,0.00,0.00,0.00,0,99544.50,12.05,0.00
80.298065,8.156530,0.00,5,2016-05-20,13:08:39,180,nan,0.0,0,0.0,16,1.3,135,77.7,33.7,0.00,0.00,0.00,0,99545.00,12.05,0.00
80.298057,8.156538,0.00,5,2016-05-20,13:08:49,135,0.0,0.0,0,0.0,16,1.3,135,77.4,33.8,0.00,0.00,0.00,0,99546.50,12.08,0.00
80.298057,8.156550,0.00,5,2016-05-20,13:08:59,135,nan,0.0,0,0.0,16,1.3,135,77.0,33.9,0.00,0.00,0.00,0,99543.50,12.05,0.00
80.298027,8.156553,0.00,5,2016-05-20,13:09:09,135,nan,0.0,0,0.0,16,1.3,135,76.7,34.0,0.00,0.00,0.00,0,99543.25,12.08,0.00
80.298027,8.156558,0.00,5,2016-05-20,13:09:19,135,0.0,0.0,0,0.0,16,1.3,135,76.4,34.1,0.00,0.00,0.00,0,99540.75,12.04,0.00
80.298034,8.156558,0.00,5,2016-05-20,13:09:29,135,0.0,0.0,0,0.0,15,1.3,135,76.1,34.2,0.00,0.00,0.00,0,99537.00,12.08,0.00
80.298034,8.156553,0.00,5,2016-05-20,13:09:39,180,nan,0.0,0,0.0,15,1.3,135,75.7,34.2,0.00,0.00,0.00,0,99538.00,12.04,0.00
80.298034,8.156546,0.00,5,2016-05-20,13:09:49,180,nan,0.0,0,0.0,15,1.3,135,75.4,34.3,0.00,0.00,0.00,0,99533.75,12.08,0.00
80.298034,8.156542,0.00,5,2016-05-20,13:09:59,180,0.0,0.0,0,0.0,15,1.3,135,75.1,34.4,0.00,0.00,0.00,0,99531.00,12.08,0.00
80.298042,8.156541,0.00,5,2016-05-20,13:10:09,113,nan,0.0,0,0.0,15,1.3,135,74.8,34.5,0.00,0.00,0.00,0,99523.00,12.08,0.00
80.298049,8.156542,0.00,5,2016-05-20,13:10:19,90,nan,0.0,0,0.0,14,1.3,135,74.5,34.6,0.00,0.00,0.00,0,99526.25,12.08,0.00
80.298057,8.156544,0.00,5,2016-05-20,13:10:29,90,nan,0.0,0,0.0,14,1.3,135,74.3,34.7,0.00,0.00,0.00,0,99525.75,12.08,0.00
80.298065,8.156549,0.00,5,2016-05-20,13:10:39,90,nan,0.0,0,0.0,13,1.3,135,74.0,34.7,0.00,0.00,0.00,0,99526.75,12.05,0.00
80.298072,8.156553,0.00,5,2016-05-20,13:10:49,90,nan,0.0,0,0.0,12,1.3,135,73.8,34.8,0.00,0.00,0.00,0,99528.75,12.08,0.00
80.298065,8.156556,0.00,5,2016-05-20,13:10:59,135,nan,0.0,0,0.0,12,1.3,135,73.5,34.9,0.00,0.00,0.00,0,99528.75,12.08,0.00
80.298057,8.156556,0.00,5,2016-05-20,13:11:09,180,nan,0.0,0,0.0,13,1.3,135,73.3,34.9,0.00,0.00,0.00,0,99533.00,12.10,0.00
80.298049,8.156560,0.00,5,2016-05-20,13:11:19,180,0.0,0.0,0,0.0,13,1.3,135,73.1,35.0,0.00,0.00,0.00,0,99531.50,12.06,0.00
80.298057,8.156562,0.00,5,2016-05-20,13:11:29,180,nan,0.0,0,0.0,14,1.3,135,72.9,35.1,0.00,0.00,0.00,0,99534.25,12.06,0.00
80.298065,8.156559,0.00,5,2016-05-20,13:11:39,180,0.0,0.0,0,0.0,14,1.3,135,72.6,35.1,0.00,0.00,0.00,0,99536.75,12.06,0.00
80.298072,8.156559,0.00,5,2016-05-20,13:11:49,90,nan,0.0,0,0.0,13,1.3,135,72.3,35.2,0.00,0.00,0.00,0,99531.50,12.06,0.00
80.298080,8.156558,0.00,5,2016-05-20,13:11:59,135,nan,0.0,0,0.0,12,1.3,135,72.0,35.3,0.00,0.00,0.00,0,99532.50,12.06,0.00
80.298065,8.156556,0.00,5,2016-05-20,13:12:09,135,nan,0.0,0,0.0,13,1.3,135,71.8,35.4,0.00,0.00,0.00,0,99528.25,12.06,0.00
80.298057,8.156557,0.00,5,2016-05-20,13:12:19,135,nan,0.0,0,0.0,13,1.3,135,71.5,35.4,0.00,0.00,0.00,0,99529.25,12.06,0.00
80.298049,8.156566,0.00,5,2016-05-20,13:12:29,135,nan,0.0,0,0.0,13,1.3,135,71.2,35.6,0.00,0.00,0.00,0,99530.00,12.09,0.00
80.298034,8.156563,0.00,5,2016-05-20,13:12:39,90,nan,0.0,0,0.0,13,1.3,135,70.9,35.6,0.00,0.00,0.00,0,99529.00,12.10,0.00
80.298042,8.156563,0.00,5,2016-05-20,13:12:49,135,nan,0.0,0,0.0,14,1.3,135,70.7,35.7,0.00,0.00,0.00,0,99530.75,12.10,0.00
80.298080,8.156577,0.00,5,2016-05-20,13:12:59,135,nan,0.0,0,0.0,14,1.3,135,70.5,35.7,0.00,0.00,0.00,0,99534.00,12.10,0.00
80.298126,8.156581,0.00,5,2016-05-20,13:13:09,135,nan,0.0,0,0.0,13,1.3,135,70.4,35.8,0.00,0.00,0.00,0,99532.00,12.10,0.00
80.298126,8.156579,0.00,5,2016-05-20,13:13:19,135,nan,0.0,0,0.0,13,1.3,135,70.3,35.8,0.00,0.00,0.00,0,99530.00,12.10,0.00
80.298103,8.156574,0.00,5,2016-05-20,13:13:29,135,nan,0.0,0,0.0,13,1.3,135,70.2,35.9,0.00,0.00,0.00,0,99530.25,12.10,0.00
80.298095,8.156573,0.00,5,2016-05-20,13:13:39,135,nan,0.0,0,0.0,12,1.3,135,70.1,35.9,0.00,0.00,0.00,0,99535.25,12.13,0.00
80.298088,8.156571,0.00,5,2016-05-20,13:13:49,135,nan,0.0,0,0.0,13,1.3,135,70.0,35.9,0.00,0.00,0.00,0,99529.50,12.10,0.00
80.298088,8.156574,0.00,5,2016-05-20,13:13:59,135,nan,0.0,0,0.0,13,1.3,135,69.9,35.9,0.00,0.00,0.00,0,99531.25,12.10,0.00
80.298095,8.156577,0.00,5,2016-05-20,13:14:09,135,nan,0.0,0,0.0,13,1.3,135,69.9,35.9,0.00,0.00,0.00,0,99532.00,12.10,0.00
80.298095,8.156574,0.00,5,2016-05-20,13:14:19,135,nan,0.0,0,0.0,13,1.3,135,69.8,36.0,0.00,0.00,0.00,0,99535.25,12.10,0.00
80.298088,8.156565,0.00,5,2016-05-20,13:14:29,180,nan,0.0,0,0.0,13,1.3,135,69.7,36.0,0.00,0.00,0.00,0,99533.00,12.10,0.00
80.298088,8.156559,0.00,5,2016-05-20,13:14:39,180,0.0,0.0,0,0.0,14,1.3,135,69.7,36.0,0.00,0.00,0.00,0,99535.75,12.13,0.00
