lon,lat,altitude,sats,date,GMTtime,winddir,windspeedms,windgustms,windgustdir,windspdms_avg5m,winddir_avg5m,windgustms_5m,windgustdir_5m,humidity,tempc,rainhourmm,raindailymm,rainindicate,rain5min,pressure,batt_lvl,light_lvl
0.000000,0.000000,0.00,0,2017-08-12,03:50:01,325,0.0,0.0,0,0.0,325,0.0,0,73.6,25.7,0.000,0.000,0,0.000,0.00,3.99,0.00,
80.423774,8.357245,101.90,5,2017-08-12,03:55:01,325,0.0,0.0,0,0.0,325,0.0,0,72.6,26.7,0.000,0.000,0,0.000,100505.25,4.04,0.00,
80.412155,8.342867,98.10,8,2017-08-12,04:05:00,325,0.0,0.0,0,0.0,226,0.0,0,45.5,27.4,0.000,0.000,0,0.000,100577.50,4.07,0.00,
80.412330,8.347393,95.60,8,2017-08-12,04:10:00,325,0.0,0.0,0,0.0,325,0.0,0,41.8,27.3,0.000,0.000,0,0.000,100554.50,4.02,0.00,
80.423629,8.357357,86.30,7,2017-08-12,04:15:01,325,0.0,0.0,0,0.0,325,0.0,0,40.0,27.1,0.000,0.000,0,0.000,100580.75,4.06,0.00,
80.420074,8.366918,97.40,8,2017-08-12,04:20:01,325,0.0,0.0,0,0.0,325,0.0,0,39.0,27.1,0.000,0.000,0,0.000,100556.00,4.05,0.00,
80.427963,8.381402,93.80,8,2017-08-12,04:25:01,325,0.0,0.0,0,0.0,325,0.0,0,62.1,27.2,0.000,0.000,0,0.000,100499.75,4.00,0.00,
80.428047,8.381420,86.10,8,2017-08-12,04:30:01,325,0.0,0.0,0,0.0,325,0.0,0,49.2,27.7,0.000,0.000,0,0.000,100553.00,4.05,0.00,
80.428024,8.381425,114.60,7,2017-08-12,04:35:00,325,0.0,0.0,0,0.0,325,0.0,0,52.0,28.0,0.000,0.000,0,0.000,100558.75,4.05,0.00,
80.428001,8.381411,94.20,7,2017-08-12,04:40:00,325,0.0,0.0,0,0.0,325,0.0,0,55.1,28.4,0.000,0.000,0,0.000,100566.50,4.05,0.00,
80.427993,8.381402,84.30,7,2017-08-12,04:45:00,325,0.0,0.0,0,0.0,325,0.0,0,61.4,28.9,0.000,0.000,0,0.000,100564.00,4.05,0.00,
80.432815,8.385735,101.60,7,2017-08-12,04:50:01,325,0.0,0.0,0,0.0,325,0.0,0,47.3,29.1,0.000,0.000,0,0.000,100557.00,4.05,0.00,
80.457099,8.412010,96.60,7,2017-08-12,04:55:01,325,0.0,0.0,0,0.0,325,0.0,0,37.3,28.4,0.000,0.000,0,0.000,100495.50,4.02,0.00,
80.503242,8.410114,106.10,8,2017-08-12,05:05:01,325,0.0,0.0,0,0.0,198,0.0,0,33.1,27.6,0.000,0.000,0,0.000,100392.75,4.02,0.00,
80.511863,8.368818,114.20,8,2017-08-12,05:10:00,325,0.0,0.0,0,0.0,325,0.0,0,33.9,27.4,0.000,0.000,0,0.000,100262.75,4.07,0.00,
80.524047,8.379146,91.20,6,2017-08-12,05:15:00,325,0.0,0.0,0,0.0,325,0.0,0,32.4,27.0,0.000,0.000,0,0.000,100190.50,4.03,0.00,
80.526092,8.384274,89.50,6,2017-08-12,05:20:00,325,0.0,0.0,0,0.0,325,0.0,0,61.8,27.3,0.000,0.000,0,0.000,100300.50,4.03,0.00,
80.526023,8.384252,106.70,8,2017-08-12,05:25:00,325,0.0,0.0,0,0.0,325,0.0,0,68.0,28.3,0.000,0.000,0,0.000,100271.00,4.07,0.00,
80.526077,8.384269,115.10,9,2017-08-12,05:30:01,325,0.0,0.0,0,0.0,325,0.0,0,67.4,29.2,0.000,0.000,0,0.000,100281.75,4.05,0.00,
80.526077,8.384244,112.30,8,2017-08-12,05:35:01,325,0.0,0.0,0,0.0,325,0.0,0,67.3,30.1,0.000,0.000,0,0.000,100260.25,4.07,0.00,
80.526100,8.384269,115.00,9,2017-08-12,05:40:01,325,0.0,0.0,0,0.0,325,0.0,0,66.0,30.8,0.000,0.000,0,0.000,100250.75,4.04,0.00,
80.526016,8.384286,108.50,8,2017-08-12,05:45:00,325,0.0,0.0,0,0.0,325,0.0,0,62.7,31.4,0.000,0.000,0,0.000,100251.25,4.08,0.00,
80.526008,8.384249,108.90,10,2017-08-12,05:50:00,325,0.0,0.0,0,0.0,325,0.0,0,60.9,32.0,0.000,0.000,0,0.000,100231.25,4.04,0.00,
80.525962,8.384252,104.60,9,2017-08-12,05:55:00,325,0.0,0.0,0,0.0,325,0.0,0,60.2,32.4,0.000,0.000,0,0.000,100216.00,4.03,0.00,
80.521202,8.368381,82.10,8,2017-08-12,06:05:01,325,0.0,0.0,0,0.0,198,0.0,0,38.1,32.6,0.000,0.000,0,0.000,100230.75,4.02,0.01,
80.508918,8.350858,110.10,8,2017-08-12,06:10:00,325,0.0,0.0,0,0.0,325,0.0,0,32.8,31.7,0.000,0.000,0,0.000,100232.00,4.07,0.00,
80.500930,8.306689,107.30,8,2017-08-12,06:15:00,325,0.0,0.0,0,0.0,325,0.0,0,29.3,30.7,0.000,0.000,0,0.000,99960.75,3.99,0.00,
80.489288,8.291042,111.50,8,2017-08-12,06:20:00,325,0.0,0.0,0,0.0,325,0.0,0,29.6,30.0,0.000,0.000,0,0.000,100037.50,3.98,0.00,
80.476455,8.269300,111.30,7,2017-08-12,06:25:01,325,0.0,0.0,0,0.0,325,0.0,0,28.9,29.3,0.000,0.000,0,0.000,100131.50,4.04,0.00,
80.468597,8.258817,107.20,8,2017-08-12,06:30:01,325,0.0,0.0,0,0.0,325,0.0,0,30.9,28.8,0.000,0.000,0,0.000,100136.50,4.06,0.00,
80.460159,8.249721,97.50,8,2017-08-12,06:35:01,325,0.0,0.0,0,0.0,325,0.0,0,30.4,28.4,0.000,0.000,0,0.000,100289.00,3.98,0.00,
80.459083,8.246523,101.60,9,2017-08-12,06:40:01,325,0.0,0.0,0,0.0,325,0.0,0,63.3,31.9,0.000,0.000,0,0.000,100204.00,3.91,1.42,
